HostId,HostName,HostSince,HostResponseRate,HostIsSuperhost,HostNeighborhood,HostListingCount
12867960,Maureen,2014-03-06,N/A,f,Queen Anne,1
24713520,Suzanne,2014-12-10,N/A,t,Greenwood,2
5681275,Sauhard,2013-03-29,N/A,f,Belltown,1
9840816,Matthew,2013-11-05,100%,t,Capitol Hill,4
26498368,Peggy,2015-01-21,N/A,f,Ballard,1
9832490,Jamie & Scott,2013-11-05,0%,f,Highland Park,1
44101586,Regina,2015-09-13,63%,t,Wallingford,3
49825248,Jeff,2015-11-24,100%,t,Pike Place Market,1
49834917,Marva,2015-11-25,N/A,f,Greenwood,1
34863367,Darby,2015-06-02,N/A,t,Phinney Ridge,1
3787979,Garrett,2012-10-07,100%,t,Queen Anne,2
47638002,Devon,2015-10-28,N/A,f,Stevens,1
18874869,Brett,2014-07-25,N/A,f,Belltown,1
15787538,Chris,2014-05-20,96%,f,Pike Place Market,4
50133022,Valentina,2015-11-29,100%,t,Mount Baker,1
19858764,Katherine,2014-08-11,100%,f,North Beach/Blue Ridge,2
5409262,Peter,2013-03-11,N/A,f,Capitol Hill,1
18746557,Amanda,2014-07-23,N/A,f,,1
6097333,Karen,2013-04-25,100%,t,Alki,1
50550045,Mike,2015-12-04,97%,f,Central Business District,39
50554731,Irvin,2015-12-05,100%,t,Gatewood,1
1249440,Deborah,2011-10-05,100%,f,Atlantic,2
50586425,Melissa,2015-12-05,100%,f,View Ridge,23
13010672,Isabella,2014-03-11,N/A,f,Central Business District,1
50596206,Jeanine,2015-12-05,N/A,t,Mount Baker,2
1393423,Lori,2011-11-10,100%,f,North Admiral,2
24485668,Eddie,2014-12-04,100%,t,Wallingford,2
28943976,Isai,2015-03-07,N/A,f,North Admiral,1
50862682,Maureen,2015-12-08,50%,f,Wedgewood,1
24171390,Aditi,2014-11-26,N/A,f,First Hill,1
50943410,Don,2015-12-09,100%,f,Green Lake,1
2511908,Abby,2012-05-31,N/A,f,Greenwood,1
15438773,Jessica,2014-05-12,100%,t,Minor,3
51111240,Hal,2015-12-12,100%,t,Laurelhurst,1
351623,E.J.,2011-01-18,100%,f,Minor,1
41677354,Susan,2015-08-17,100%,t,Leschi,1
38224565,Stella,2015-07-12,N/A,f,University District,1
51266312,Cory,2015-12-13,N/A,f,Ballard,1
29935483,Julie,2015-03-24,N/A,f,Windermere,1
51372899,Rachel,2015-12-14,N/A,f,,1
33085192,Michael,2015-05-11,N/A,f,The Junction,1
24430641,David,2014-12-03,100%,t,Stevens,1
44977814,Lisa,2015-09-24,N/A,f,The Junction,1
12166833,Monika,2014-02-12,90%,f,Magnolia,2
36997320,Ramgopal,2015-06-28,N/A,f,Westlake,1
2898927,Heidi,2012-07-11,N/A,f,,1
1149264,Marc,2011-09-12,N/A,f,Capitol Hill,1
51554113,Sima,2015-12-17,100%,t,Bryant,3
51601030,Susan,2015-12-17,100%,t,Magnolia,1
14088426,Tibor,2014-04-09,N/A,f,Fremont,1
40415712,Jim,2015-08-03,N/A,f,Magnolia,1
12683237,Nicole,2014-03-01,N/A,f,Maple Leaf,1
28991907,Kelcey,2015-03-08,100%,f,Madrona,1
40753107,Leela,2015-08-07,100%,f,,2
52012565,Jeannine,2015-12-22,N/A,f,,1
5630551,Chloe,2013-03-26,N/A,f,,2
17902178,Charles,2014-07-10,N/A,f,International District,1
32059522,Renato,2015-04-27,100%,t,Minor,2
52603251,Chloe,2015-12-29,N/A,f,Meadowbrook,1
46619432,Michael,2015-10-15,N/A,f,Wallingford,1
36706828,Julia,2015-06-25,N/A,f,Genesee,1
22829514,Allyson,2014-10-22,N/A,t,,1
4933168,Jeff,2013-02-01,N/A,f,Ballard,1
51002035,Ryan,2015-12-10,100%,t,Brighton,4
9196223,Ellis And Scotty,2013-10-02,100%,t,Wallingford,1
52605409,Michael,2015-12-29,N/A,f,Riverview,1
52869748,Ron,2015-12-31,50%,t,Fremont,2
4874276,Sarah,2013-01-28,100%,f,Belltown,9
32689598,Lori,2015-05-05,88%,t,Capitol Hill,0
53169216,Judy,2016-01-03,100%,t,Olympic Hills,1
32631462,Johanna,2015-05-04,100%,t,Genesee,3
53222841,Charlie,2016-01-03,100%,t,Columbia City,2
53227988,Ermalyn,2016-01-03,100%,t,Ballard,1
23472603,David,2014-11-08,N/A,f,,2
53239504,Tingting,2016-01-04,100%,t,Ballard,1
4221474,John,2012-11-23,N/A,t,Licton Springs,1
20769402,Margaret,2014-08-31,100%,t,Minor,1
42243933,Jenni,2015-08-23,N/A,f,Fauntleroy,1
41511802,Bobby,2015-08-15,N/A,f,Gatewood,1
53487943,Shelly,2016-01-05,100%,t,North Beacon Hill,1
53892581,Teresa,2016-01-09,N/A,t,Ravenna,1
6805745,Katie,2013-06-08,N/A,f,Fremont,1
44788312,Duncan,2015-09-21,100%,f,Ballard,1
1942286,Karen,2012-03-17,100%,t,Harrison/Denny-Blaine,1
47947349,Alexandra,2015-11-02,N/A,f,Capitol Hill,1
54410852,Amy,2016-01-12,100%,f,,5
53650144,Ashley,2016-01-07,80%,f,University District,3
4669737,Jack,2013-01-11,N/A,f,Phinney Ridge,1
54518454,Debra,2016-01-13,100%,t,Central Business District,11
23538230,Roger,2014-11-09,100%,t,Seaview,1
30365082,Sarah,2015-03-31,100%,f,,5
54703211,Harry,2016-01-15,N/A,f,Ballard,1
3607676,Michael,2012-09-18,N/A,f,Capitol Hill,3
15687863,Jamee,2014-05-18,N/A,f,Brighton,2
6067870,Alan,2013-04-24,100%,f,Greenwood,1
55154753,Tamara,2016-01-18,100%,t,Belltown,1
2429880,Brad,2012-05-21,N/A,t,Capitol Hill,1
115675,Haley,2010-04-29,N/A,f,North Beach/Blue Ridge,1
55450249,Neil,2016-01-20,100%,t,Leschi,1
28339583,Neil,2015-02-25,N/A,t,Lower Queen Anne,1
4944797,Jennifer,2013-02-03,N/A,t,,1
22764472,Krystal,2014-10-20,100%,f,,1
45613288,Vivian,2015-10-02,N/A,f,,1
42619492,Kari,2015-08-26,100%,t,Riverview,6
55847165,Adam,2016-01-24,N/A,f,North Beacon Hill,1
55993439,Mel,2016-01-25,100%,t,Capitol Hill,2
25168179,Cristine,2014-12-24,N/A,f,Capitol Hill,1
53624504,Mariann,2016-01-06,100%,t,Ballard,1
56285402,Bethany,2016-01-27,N/A,f,Genesee,1
30388246,Daniel,2015-04-01,N/A,f,Ballard,1
5076846,Stephen And Bobby,2013-02-13,100%,t,North Beacon Hill,2
3391101,Julian,2012-08-27,83%,t,,1
56424767,Enhmaa,2016-01-28,N/A,f,Licton Springs,1
56428003,Ega,2016-01-28,N/A,f,First Hill,2
28314026,Marie,2015-02-24,N/A,f,North Delridge,1
49819362,Eliza,2015-11-24,100%,t,Queen Anne,6
56854052,Dita,2016-01-31,N/A,f,Portage Bay,1
12131260,Kara,2014-02-10,N/A,f,Minor,1
56911340,Tim,2016-01-31,100%,t,Fremont,1
57000725,Elizabeth,2016-02-01,N/A,f,Phinney Ridge,1
15563461,Laura,2014-05-15,N/A,t,Bryant,1
21021151,Carrie,2014-09-06,89%,t,Madrona,1
57465462,Fifi,2016-02-04,88%,t,University District,3
4397344,Gwen,2012-12-13,N/A,f,,1
1844619,Megan,2012-03-02,N/A,f,Mount Baker,0
4754874,Bobby,2013-01-18,100%,t,Madrona,1
10320128,Jana,2013-11-28,100%,t,North Beacon Hill,1
11528570,David,2014-01-22,N/A,f,Stevens,1
26925276,Kendra,2015-01-29,N/A,f,Capitol Hill,1
58264095,Beth,2016-02-10,100%,t,Ballard,1
49392711,Tushar,2015-11-19,N/A,t,Fremont,1
54669634,Paul,2016-01-14,100%,f,Riverview,13
12734446,Caitlin,2014-03-02,N/A,t,Columbia City,1
10894814,Andrew,2013-12-29,N/A,f,Minor,1
19984963,Sarah,2014-08-13,N/A,f,,1
7673935,Garin,2013-07-23,100%,t,Wallingford,1
3417239,Richa,2012-08-29,N/A,f,Stevens,1
58385754,Kivaan,2016-02-11,98%,t,Central Business District,117
11402063,Michael,2014-01-17,N/A,f,,1
33837,Lawrence,2009-08-25,83%,t,Rainier Beach,1
58929617,Rose,2016-02-15,N/A,f,Pinehurst,2
59045738,Kirk,2016-02-16,N/A,f,,1
10013531,Cate,2013-11-14,N/A,t,Capitol Hill,3
27563018,Anya And Deb,2015-02-10,100%,f,Queen Anne,2
49894948,Karen,2015-11-25,100%,t,Ballard,2
15489145,Phil,2014-05-13,100%,f,Stevens,1
29483577,Suzanne,2015-03-17,N/A,f,Gatewood,1
21235455,James & Peggy,2014-09-12,N/A,f,Cedar Park,5
59619893,Heather,2016-02-20,N/A,f,Bryant,1
57569802,Susan,2016-02-05,100%,t,Haller Lake,1
59816374,Kathy,2016-02-21,88%,t,Interbay,1
18212027,Emily,2014-07-16,N/A,f,First Hill,1
26058050,Michael,2015-01-13,N/A,f,Ravenna,1
60140113,Cheryl,2016-02-23,N/A,f,Magnolia,1
60120000,Kishan,2016-02-23,100%,f,Bitter Lake,1
60543758,Tim,2016-02-26,100%,t,Minor,1
60557253,Michael & John,2016-02-26,N/A,t,North Beacon Hill,1
19010756,Tim & Carrie,2014-07-28,N/A,t,,1
14662803,Bruce,2014-04-24,N/A,f,Queen Anne,1
45334,Avigail,2009-10-12,100%,t,Ballard,1
61141478,Martha,2016-03-01,100%,t,Mount Baker,1
20519441,Rebecca,2014-08-25,N/A,t,North Beacon Hill,1
61303757,Kuhrt,2016-03-02,N/A,t,Eastlake,1
47332984,Keith,2015-10-24,100%,t,Queen Anne,4
5478198,David,2013-03-15,100%,t,Mount Baker,1
2937202,Claudia,2012-07-14,N/A,f,Wallingford,1
3363382,Robert,2012-08-24,N/A,f,Magnolia,1
38030970,Yurij,2015-07-09,N/A,f,Georgetown,1
24165555,Caitlin & Charlie,2014-11-25,N/A,f,Capitol Hill,1
51040817,Robin,2015-12-11,100%,t,Wallingford,3
3234703,Elise,2012-08-12,N/A,f,Wallingford,1
62032202,Mark,2016-03-07,N/A,t,Columbia City,1
62034319,Tina & Justin,2016-03-07,100%,f,Wallingford,1
16643290,Matt,2014-06-10,N/A,f,Queen Anne,1
59914738,Drew,2016-02-22,100%,t,Genesee,2
5548832,Christie,2013-03-20,100%,t,Queen Anne,2
41209589,Danny,2015-08-11,100%,f,Pike Place Market,5
43307525,Karin,2015-09-03,N/A,f,Capitol Hill,1
62710663,Jenny,2016-03-13,N/A,f,University District,1
3160093,Sarah,2012-08-04,N/A,f,Green Lake,1
62956167,Cameron,2016-03-14,N/A,f,North Admiral,1
61897749,Adrian,2016-03-07,N/A,f,Crown Hill,1
30023018,Nathan,2015-03-25,N/A,f,Minor,1
10981379,Jan,2014-01-03,97%,t,East Village,1717
63341109,Tom,2016-03-17,N/A,f,Genesee,1
28824732,Sharon,2015-03-05,100%,t,Alki,1
63674214,Liz,2016-03-20,95%,t,Wallingford,5
39193262,Peter,2015-07-21,N/A,f,,2
35396029,Nick,2015-06-09,100%,f,Minor,9
55343471,Jaclyn,2016-01-19,N/A,f,Belltown,1
12269341,Michael,2014-02-15,N/A,f,University District,1
63157637,George,2016-03-15,100%,t,Capitol Hill,1
51635157,Jaclyn,2015-12-18,N/A,f,Queen Anne,1
236714,Janet,2010-09-16,100%,t,Green Lake,2
64462222,Quincy,2016-03-25,N/A,f,Rainier View,1
57285609,Katarina,2016-02-03,100%,t,Queen Anne,1
241762,Mark,2010-09-21,100%,f,Windermere,2
726673,Summer & Vinod,2011-06-21,N/A,f,,1
12428846,Megan,2014-02-20,100%,t,Broadview,1
14867032,Stefany,2014-04-29,N/A,f,Wallingford,1
22135040,Alex,2014-10-04,N/A,f,First Hill,4
65080619,Gavin,2016-03-30,0%,f,,1
51115341,Amie,2015-12-12,50%,f,,3
426548,Christian,2011-03-06,N/A,t,Wallingford,1
15454102,Jenell,2014-05-13,100%,f,Minor,4
60119908,Ergo,2016-02-23,N/A,f,High Point,2
28878401,Fred And Jennifer,2015-03-06,100%,t,Queen Anne,1
65530409,Morris & Sheila,2016-04-02,100%,t,Columbia City,1
65538154,Tola And Slawek,2016-04-03,100%,t,Arbor Heights,2
65653719,Mark,2016-04-03,N/A,f,Columbia City,1
3286046,Parker,2012-08-17,N/A,f,North Beacon Hill,2
1231161,Shannon,2011-09-30,N/A,f,,5
7549111,Tim,2013-07-17,N/A,f,University District,1
19912845,Elen,2014-08-12,100%,f,,1
65759888,Norman And Renate,2016-04-04,100%,f,Montlake,2
65834431,Jill,2016-04-05,100%,t,Wedgewood,1
66111007,Jenifer And Chris,2016-04-06,100%,f,Green Lake,1
12033477,Allisha,2014-02-07,N/A,f,Yesler Terrace,1
21858194,Monika,2014-09-28,N/A,f,Fremont,1
4792476,Alissa,2013-01-21,100%,t,Wedgewood,1
34326670,Anna,2015-05-27,N/A,f,Minor,1
66755146,Jason,2016-04-11,N/A,f,Alki,1
30726658,Michael,2015-04-06,N/A,f,Capitol Hill,1
66798407,Betty,2016-04-11,100%,t,Capitol Hill,1
61554618,Carl & Alysabethe,2016-03-04,N/A,f,University District,1
66909032,Randy,2016-04-12,100%,f,Wallingford,4
47021992,Jennifer,2015-10-20,N/A,f,Cedar Park,2
63507234,Mara,2016-03-18,N/A,f,,1
3458150,Curtis,2012-09-03,90%,t,Rainier View,3
65217976,Scott,2016-03-31,N/A,f,Capitol Hill,1
3394576,Bridget,2012-08-27,N/A,t,Phinney Ridge,1
67212673,Sam,2016-04-14,100%,t,Wallingford,2
67398398,Emma,2016-04-15,100%,t,,1
67487760,Ruth,2016-04-16,N/A,f,Phinney Ridge,1
50882557,Jonny,2015-12-09,N/A,f,Pinehurst,1
4849260,Kate,2013-01-26,0%,f,North Beacon Hill,1
57819852,Kalli,2016-02-07,100%,t,Wallingford,1
58896552,Shelley And Bart,2016-02-15,N/A,t,Ballard,1
3610620,Katherine,2012-09-18,N/A,t,Minor,1
12677600,Joe,2014-02-28,100%,t,,1
39395381,Anne Marie,2015-07-23,N/A,f,Queen Anne,1
2095262,Karen & Scott,2012-04-08,N/A,f,Columbia City,1
5090495,Lc,2013-02-14,N/A,f,,1
68108258,Marita,2016-04-20,N/A,f,Wallingford,1
1628340,Megan,2012-01-19,14%,f,Minor,0
41431186,Carol & Ian,2015-08-14,100%,t,Alki,1
51110074,Jessica & Tony,2015-12-12,100%,t,Atlantic,1
68186108,Sabina,2016-04-21,100%,t,Ravenna,1
10134221,Erika,2013-11-19,100%,t,Genesee,2
68385710,Leslie,2016-04-22,100%,t,Fremont,1
26079258,Evan,2015-01-13,100%,t,,1
3787322,Kimberly,2012-10-07,N/A,f,Wallingford,1
6916368,Michael,2013-06-14,100%,t,Maple Leaf,1
16718874,Patrice,2014-06-12,50%,t,Stevens,1
40817882,Jason,2015-08-07,N/A,f,Capitol Hill,1
52553028,Ada,2015-12-28,N/A,f,,1
29517730,Marilyn,2015-03-17,100%,t,Minor,3
1440536,Leigh,2011-11-24,N/A,f,Wallingford,1
17982106,Kirk,2014-07-11,100%,f,Meadowbrook,1
15657001,Thomas & Maret,2014-05-18,N/A,t,Minor,1
69368672,Sara & Danny,2016-04-28,100%,t,Ballard,1
69441218,Tiffany,2016-04-28,N/A,f,Stevens,1
13464919,Matt,2014-03-23,N/A,f,Ravenna,1
4201326,Yuying,2012-11-20,N/A,f,Fremont,1
69540724,Ben,2016-04-29,100%,f,Stevens,1
8619889,Beth,2013-09-04,N/A,f,,1
7940078,John,2013-08-04,100%,f,Fremont,2
69864273,Karen,2016-05-01,100%,t,Roosevelt,1
26946463,Ursula,2015-01-30,N/A,f,,1
19410541,Tony,2014-08-03,N/A,f,Phinney Ridge,1
10130655,Peter,2013-11-19,N/A,f,Victory Heights,1
8693773,Greg,2013-09-07,N/A,t,Minor,1
38319663,Davina,2015-07-13,N/A,f,University District,1
70204462,Debra,2016-05-03,100%,f,Magnolia,1
70227750,Max,2016-05-03,N/A,f,Lower Queen Anne,1
1424047,Kerem & Enoka,2011-11-19,N/A,f,North Beacon Hill,1
1576145,Katie,2012-01-06,N/A,f,Lower Queen Anne,1
70364055,Douglas,2016-05-04,100%,t,Ballard,1
3974116,Milissa,2012-10-25,N/A,f,Phinney Ridge,2
4119740,Kathy,2012-11-11,100%,t,Capitol Hill,1
11429862,Amy,2014-01-18,N/A,t,University District,1
28750078,Kyle,2015-03-04,N/A,f,Lower Queen Anne,1
19475663,Akira,2014-08-04,N/A,f,Alki,1
9510639,A.K.,2013-10-19,100%,t,Atlantic,1
8936770,Amy,2013-09-19,100%,t,Rainier View,1
70847208,Lupe,2016-05-07,N/A,f,Haller Lake,1
13345485,Tim,2016-05-08,100%,t,Phinney Ridge,2
7697679,Debby,2013-07-24,100%,t,Wallingford,2
513938,Amy,2011-04-16,N/A,f,Fremont,1
71219488,Michael,2016-05-09,N/A,f,Fremont,1
71235244,Robert & Julia,2016-05-10,100%,t,Wallingford,1
6426308,Charlie,2013-05-16,N/A,f,Wallingford,1
40903607,Kevin,2015-08-08,100%,f,Pinehurst,1
48819046,Rob,2015-11-11,100%,t,Leschi,1
5029583,Kate,2013-02-09,100%,f,Gatewood,1
71698648,Trent,2016-05-12,N/A,f,Madison Park,1
58749851,Nicholas,2016-02-14,100%,t,Minor,2
6576015,Kathy,2013-05-25,N/A,f,Rainier Beach,1
71894340,Michon,2016-05-14,100%,t,Ballard,1
64483941,Monica,2016-03-26,N/A,t,North Admiral,1
32861554,Nancy,2015-05-07,100%,t,Capitol Hill,1
14659774,Greg And Mary,2014-04-24,100%,t,Phinney Ridge,1
20293076,Anya K,2014-08-20,N/A,t,Seward Park,1
72125539,Tracey,2016-05-15,100%,t,,1
3685482,Nels,2012-09-26,N/A,f,Ballard,1
49741319,Theo,2015-11-23,N/A,t,Ballard,1
59390768,Brian,2016-02-18,N/A,f,Eastlake,1
72197896,Kaci,2016-05-15,N/A,f,Ballard,1
44798289,Patti,2015-09-21,N/A,t,Montlake,2
1543665,Kaela,2011-12-28,100%,t,Queen Anne,7
57439432,Courtney,2016-02-04,N/A,f,Stevens,1
22342960,Hannah,2014-10-09,N/A,f,Capitol Hill,1
762860,Julia,2011-06-30,100%,t,Capitol Hill,1
7000128,Eric,2013-06-19,N/A,f,Capitol Hill,1
29222505,Lauren,2015-03-12,N/A,f,Queen Anne,1
27101877,Sha'Ari,2015-02-02,N/A,f,,1
50862952,Darren,2015-12-08,100%,t,Wallingford,1
73272162,Yasuko,2016-05-22,N/A,f,Rainier Beach,1
6396543,Meghan,2013-05-14,N/A,f,Pioneer Square,1
731642,Steph,2011-06-22,100%,t,,1
18754425,Meris,2014-07-23,N/A,f,Licton Springs,1
57670767,Kim,2016-02-06,100%,t,Magnolia,1
4027067,Shash,2012-10-31,N/A,f,Capitol Hill,1
73038446,Glen,2016-05-20,100%,f,Cedar Park,1
25118219,Claire,2014-12-23,100%,f,Stevens,0
33664430,Tom & Tracy,2015-05-18,100%,t,,1
25501472,Tracy,2015-01-02,N/A,t,Maple Leaf,1
55818779,Caroline,2016-01-23,100%,t,Belltown,1
8121681,Denise,2013-08-13,N/A,f,Belltown,1
1859964,Kelly & Rhett,2012-03-05,100%,f,Phinney Ridge,1
22417131,Eric,2014-10-11,N/A,f,Fremont,2
63675981,Sherri,2016-03-20,N/A,f,Roosevelt,1
21848140,Kristina,2014-09-27,N/A,f,Ballard,1
12304150,Vanessa & Christoph,2014-02-16,N/A,t,Queen Anne,2
52901681,Meredith,2016-01-01,N/A,f,,1
10595328,Fred,2013-12-13,94%,f,Kingsbury,270
74533120,Gretchen,2016-05-28,100%,f,Ravenna,1
6259915,Emily,2013-05-06,50%,f,Minor,3
49831812,Kati,2015-11-24,N/A,f,Roosevelt,1
40128399,Debra,2015-07-31,100%,t,Magnolia,1
74827048,Bill And Michelle,2016-05-30,100%,t,Ballard,1
74197338,Amy,2016-05-26,N/A,f,Ballard,1
75119363,Molly,2016-05-31,N/A,f,Queen Anne,1
75249902,Km,2016-06-01,100%,f,Genesee,1
1700743,Jeff,2012-02-05,88%,t,Belltown,2
15018374,Adam And Rachael,2014-05-02,100%,t,View Ridge,0
2064892,Vance,2012-04-03,N/A,f,Gatewood,1
32351006,Melissa,2015-05-01,N/A,f,Capitol Hill,1
69408716,Janet,2016-04-28,100%,f,Wallingford,2
11164643,Jessica,2014-01-09,100%,t,Pike Place Market,2
18726082,Bobbie,2014-07-23,100%,t,,1
21386442,Katie,2014-09-16,N/A,f,Capitol Hill,1
41758536,Tonya,2015-08-17,N/A,f,,1
75897682,Chris & Molly,2016-06-05,100%,t,Green Lake,1
20524243,Zhexuan,2014-08-25,N/A,f,First Hill,1
76036790,David,2016-06-05,N/A,t,Ballard,2
76040779,Landon,2016-06-05,100%,f,,1
4244528,Emma,2012-11-26,N/A,t,Ballard,1
43031260,Chris,2015-08-31,N/A,t,Green Lake,2
76479747,Rebl,2016-06-08,N/A,f,Green Lake,1
76597438,Debbie,2016-06-08,N/A,f,Seward Park,1
12222737,Emily,2014-02-13,N/A,f,Capitol Hill,2
19144797,Aso,2014-07-30,N/A,f,Phinney Ridge,1
31354928,Ken & Patti,2015-04-16,100%,t,Queen Anne,2
76737043,John,2016-06-09,N/A,f,High Point,1
11026279,Chris And Brynn,2014-01-04,100%,t,Mount Baker,3
76826485,Tiffany,2016-06-09,100%,t,Capitol Hill,8
64694215,Brent,2016-03-27,N/A,t,Minor,2
3906855,Cheryl,2012-10-18,N/A,f,Montlake,1
5671535,Yue,2013-03-28,N/A,f,Pinehurst,1
77275079,Leah,2016-06-12,N/A,t,,1
77362533,John,2016-06-12,N/A,f,Seward Park,1
77397733,Cristina,2016-06-12,100%,t,Queen Anne,1
24554887,Mark,2014-12-06,71%,f,First Hill,2
76409136,Betsy,2016-06-07,N/A,f,Wallingford,1
25373047,Andrew & James,2014-12-29,88%,t,Bryant,1
77974999,Ziqiang,2016-06-15,N/A,f,University District,1
35292,Megan,2009-09-01,100%,f,Magnolia,4
19130782,Bridget,2014-07-29,N/A,f,Ballard,1
78286472,Shan,2016-06-17,100%,t,North Beacon Hill,3
11715008,Jeff,2014-01-28,100%,t,Northeast Seattle,5
11985724,Urs,2014-02-06,100%,t,Eastlake,2
78732530,Katie And Sarah,2016-06-19,100%,t,Capitol Hill,1
25015330,Mark,2014-12-19,N/A,f,Lower Queen Anne,1
33139872,Amanda,2015-05-11,100%,f,Ballard,1
31859851,Rob,2015-04-24,N/A,f,Belltown,1
78920171,Anita,2016-06-20,N/A,f,Crown Hill,1
6165010,Beth,2013-04-30,N/A,t,Green Lake,3
5112492,Leah,2013-02-17,N/A,f,Capitol Hill,6
8943570,Laura,2013-09-19,N/A,f,The Junction,1
51321207,Veronika,2015-12-14,N/A,f,Seaview,1
78687737,Mekdela,2016-06-19,N/A,t,Rainier View,1
79288810,Tam & Heather,2016-06-22,N/A,t,Ballard,1
43107348,Null,2016-01-01,Null,Null,Null,0
79410874,Tracy,2016-06-23,100%,t,Columbia City,1
79402973,Yiming,2016-06-23,N/A,f,University District,1
17935405,Anna,2014-07-10,N/A,t,Greenwood,3
79857962,Lilia,2016-06-25,N/A,f,Magnolia,1
79909360,Sheldon,2016-06-25,N/A,f,Minor,1
54254932,Sam,2016-01-11,N/A,f,Wedgewood,1
33119827,Maria,2015-05-11,N/A,f,International District,1
57960995,Jacki,2016-02-08,100%,t,Ballard,2
1393965,Stacy,2011-11-10,N/A,f,Minor,1
9605780,Alex,2013-10-24,100%,f,Wallingford,1
80592272,Eric,2016-06-28,N/A,f,Stevens,1
76424709,Matthew,2016-06-07,N/A,t,Capitol Hill,1
928847,Susan,2011-08-05,N/A,t,,1
53650113,Camille,2016-01-07,N/A,f,Wallingford,2
19075004,Corey,2014-07-28,N/A,f,Phinney Ridge,2
59216444,Chris,2016-02-17,N/A,f,Magnolia,1
61322151,Tanya,2016-03-02,N/A,f,Montlake,2
80917114,Lauren,2016-06-30,N/A,t,Magnolia,1
17576448,Janet,2014-07-02,100%,t,Phinney Ridge,1
80998145,Paul,2016-06-30,N/A,f,Genesee,2
49345427,Jennifer,2015-11-18,N/A,f,,1
25736673,Renee,2015-01-07,N/A,t,,1
4333497,Ashley,2012-12-05,95%,f,Rainier Beach,1
81206141,Kp,2016-07-02,N/A,f,Minor,1
81309182,Jeanne,2016-07-02,N/A,t,Ballard,1
81326183,Justin,2016-07-02,N/A,f,Pinehurst,1
71140572,Wendy,2016-05-09,100%,t,Ballard,1
2777054,Stacia,2012-06-29,100%,t,Greenwood,4
50919934,Claire,2015-12-09,N/A,f,University District,1
55486846,Charlie,2016-01-21,100%,t,Eastlake,1
80553994,Tanya & Tom,2016-06-28,100%,t,Capitol Hill,2
44043972,Michael,2015-09-12,N/A,f,First Hill,1
1417705,Yvonne,2011-11-17,N/A,f,North Beacon Hill,1
19570638,Victor,2014-08-06,100%,t,Capitol Hill,2
12914288,Hunter,2014-03-08,100%,t,Madrona,2
3655509,Patric,2012-09-23,100%,t,Ravenna,2
13632118,Megan & Sacha,2014-03-28,N/A,t,Georgetown,1
71374903,Krisanne,2016-05-10,100%,f,Haller Lake,1
37224930,Ann,2015-07-01,100%,t,Madrona,2
14489132,Laurie,2014-04-20,100%,f,Wallingford,0
82958490,George,2016-07-10,N/A,f,Madison Park,1
48499062,Tamara,2015-11-08,N/A,f,Gatewood,1
42432496,Kory,2015-08-24,100%,t,North Beacon Hill,3
83311289,Josh,2016-07-12,N/A,t,Brighton,1
53763502,Sam,2016-01-07,N/A,f,Capitol Hill,1
7076008,Ed,2013-06-23,0%,t,Madison Park,2
14765995,Nicole,2016-07-14,100%,t,Ballard,1
7390401,Preben,2013-07-10,100%,f,Kauaʻi,4
17269911,Rob,2015-12-08,100%,t,Green Lake,18
76993344,Jeff,2016-06-10,100%,t,Minor,1
59777804,Adam & Elizabeth,2016-02-21,100%,t,Magnolia,1
36436545,Brian,2015-06-22,100%,t,,1
1758294,Tony,2012-02-15,N/A,f,Capitol Hill,1
40892209,Saket,2015-08-08,N/A,f,Westlake,1
84394492,Shanti,2016-07-18,100%,t,Meadowbrook,3
13271299,Chelsea & Adam,2014-03-18,100%,t,Northwest Seattle,1
9359786,Aaron,2013-10-10,100%,t,Minor,1
4791197,Betty,2013-01-21,100%,f,Phinney Ridge,1
75505193,Caleb And Sharsti,2016-06-03,100%,t,Montlake,2
85120723,Catherine,2016-07-21,N/A,f,North Beacon Hill,1
84358304,David,2016-07-17,100%,t,North Admiral,2
1297175,Marianne,2011-10-16,100%,t,Roosevelt,3
18196520,Jackie,2014-07-16,N/A,f,Capitol Hill,1
39233972,Eli,2015-07-22,100%,t,Greenwood,1
85720083,Cheryl,2016-07-24,100%,t,Queen Anne,1
20293011,Mark,2014-08-20,N/A,f,Phinney Ridge,1
15894405,Michael,2014-05-23,N/A,f,,1
24988433,James,2014-12-19,100%,t,Queen Anne,1
79507274,Karen,2016-06-23,N/A,f,Phinney Ridge,1
71672285,Katie,2016-05-12,N/A,f,,1
86165300,Jared,2016-07-26,N/A,f,Mount Baker,1
43134218,Courtney,2015-09-01,N/A,f,Wallingford,1
84774732,Mardy & Kate,2016-07-19,100%,t,Alki,9
1518791,Naida,2011-12-19,N/A,f,Magnolia,1
72207110,Cheryl & John,2016-05-15,100%,t,Cedar Park,1
64669921,Luo,2016-03-27,N/A,f,Ravenna,1
34198465,Maribeth,2015-05-25,N/A,f,Columbia City,2
15450155,Emma,2014-05-13,N/A,f,Genesee,1
87275794,Emilie,2016-08-01,100%,t,Alki,1
2957846,Brian,2012-07-16,N/A,f,Ballard,1
4090090,Barry,2012-11-08,75%,t,Madrona,2
16193196,Nathan,2014-05-31,N/A,f,Queen Anne,1
75483877,Mahlet,2016-06-02,N/A,f,Atlantic,1
282560,Rama & Tania,2010-11-09,100%,t,Wallingford,1
4113814,Kim+Phil,2012-11-10,N/A,f,,1
